DateTime,DomainName,AdDomainName,PubAccId,Relationship,CAId
2018-01-23T15:57:00Z,harrisondaily.com,taboola.com,1088422,RESELLER,c228e6794e811952
2018-01-23T15:58:00Z,hulldailymail.co.uk,openx.com,537120570,Reseller,6a698e2ec38604c6
2018-01-23T15:59:00Z,persemprenapoli.it,freewheel.tv,25445,RESELLER,NULL
2018-01-23T15:59:00Z,herald.com,liveintent.com,5958,DIRECT,NULL
2018-01-23T16:00:00Z,businessinsider.com,taboola.com,688168,DIRECT,NULL
